"Source","Target","Weight","Type"
"Indie Game: The Movie","Jonathan Blow","1","Undirected"
"Indie Game: The Movie","Edmund McMillen","1","Undirected"
"Indie Game: The Movie","Phil Fish","1","Undirected"
"Indie Game: The Movie","Lisanne Pajot","1","Undirected"
"Poltergeist III","Heather O'Rourke","1","Undirected"
"Poltergeist III","Zelda Rubinstein","1","Undirected"
"Poltergeist III","Gary Sherman","1","Undirected"
"Heather O'Rourke","Poltergeist","1","Undirected"
"Zelda Rubinstein","Poltergeist","1","Undirected"
"Rugrats Go Wild","John Eng","1","Undirected"
"Rugrats Go Wild","Nancy Cartwright","1","Undirected"
"Eye See You","Jim Gillespie","1","Undirected"
"Jim Gillespie","I Know What You Did Last Summer","1","Undirected"
"The Legend of Hell's Gate: An American Conspiracy","Tanner Beard","1","Undirected"
"Big Momma's House 2","Marisol Nichols","1","Undirected"
"Salvador","Juan Fern--ndez","1","Undirected"
"The Birth of a Nation","Jason Stuart","1","Undirected"
"August: Osage County","John Wells","1","Undirected"
"John Wells","Burnt","1","Undirected"
"Gods and Monsters","Kevin J. O'Connor","1","Undirected"
"Kevin J. O'Connor","Chill Factor","1","Undirected"
"Stir of Echoes","Lusia Strus","1","Undirected"
"Stir of Echoes","David Koepp","1","Undirected"
"David Koepp","Premium Rush","1","Undirected"
"David Koepp","Secret Window","1","Undirected"
"David Koepp","Ghost Town","1","Undirected"
"David Koepp","Mortdecai","1","Undirected"
"30 Days of Night","Megan Franich","1","Undirected"
"30 Days of Night","Mark Rendall","1","Undirected"
"Mark Rendall","The Exploding Girl","1","Undirected"
"United Passions","Jemima West","1","Undirected"
"United Passions","Fr--d--ric Auburtin","1","Undirected"
"Gattaca","Mason Gamble","1","Undirected"
"Demonic","Will Canon","1","Undirected"
"The Raid: Redemption","Yayan Ruhian","1","Undirected"
"The Raid: Redemption","Donny Alamsyah","1","Undirected"
"The Raid: Redemption","Gareth Evans","1","Undirected"
"The Raid: Redemption","Iko Uwais","1","Undirected"
"Blue Valentine","Derek Cianfrance","1","Undirected"
"Derek Cianfrance","The Place Beyond the Pines","1","Undirected"
"On the Line","Dave Foley","1","Undirected"
"Dave Foley","Vampires Suck","1","Undirected"
"Birth","Jonathan Glazer","1","Undirected"
"Jonathan Glazer","Under the Skin","1","Undirected"
"Jonathan Glazer","Sexy Beast","1","Undirected"
"The Return","Konstantin Lavronenko","1","Undirected"
"The Return","Vladimir Garin","1","Undirected"
"The Return","Nataliya Vdovina","1","Undirected"
"The Return","Andrey Zvyagintsev","1","Undirected"
"Bloodsport","Bolo Yeung","1","Undirected"
"Bloodsport","Donald Gibb","1","Undirected"
"Bloodsport","Ken Siu","1","Undirected"
"Bloodsport","Newt Arnold","1","Undirected"
"Bolo Yeung","Double Impact","1","Undirected"
"You Kill Me","Aaron Hughes","1","Undirected"
"Amores Perros","Jorge Salinas","1","Undirected"
"Amores Perros","Goya Toledo","1","Undirected"
"The Great Escape","Gordon Jackson","1","Undirected"
"The Great Escape","John Sturges","1","Undirected"
"House at the End of the Drive","Jonathan Mangum","1","Undirected"
"House at the End of the Drive","Angela Jones","1","Undirected"
"House at the End of the Drive","David Worth","1","Undirected"
"House at the End of the Drive","Jessica Szohr","1","Undirected"
"Jessica Szohr","The Internship","1","Undirected"
"Jessica Szohr","Piranha 3D","1","Undirected"
"Jessica Szohr","I Don't Know How She Does It","1","Undirected"
"Grudge Match","Oscar Gale","1","Undirected"
"The Great Raid","Clayne Crawford","1","Undirected"
"The Great Raid","Paolo Montalban","1","Undirected"
"Clayne Crawford","The Perfect Host","1","Undirected"
"About Schmidt","June Squibb","1","Undirected"
"About Schmidt","Howard Hesseman","1","Undirected"
"Deadline Gallipoli","Luke Ford","1","Undirected"
"Deadline Gallipoli","Jessica De Gouw","1","Undirected"
"Luke Ford","Red Dog","1","Undirected"
"Rock Star","Matthew Glave","1","Undirected"
"The Last Days on Mars","Ruairi Robinson","1","Undirected"
"3 Ninjas Kick Back","Dustin Nguyen","1","Undirected"
"3 Ninjas Kick Back","Don Stark","1","Undirected"
"3 Ninjas Kick Back","Charles T. Kanganis","1","Undirected"
"Kill the Messenger","Michael Cuesta","1","Undirected"
"Michael Cuesta","L.I.E.","1","Undirected"
"The Baader Meinhof Complex","Martina Gedeck","1","Undirected"
"Martina Gedeck","The Lives of Others","1","Undirected"
"The Constant Gardener","Archie Panjabi","1","Undirected"
"The Constant Gardener","Donald Sumpter","1","Undirected"
"The Constant Gardener","Fernando Meirelles","1","Undirected"
"Archie Panjabi","East Is East","1","Undirected"
"Archie Panjabi","A Good Year","1","Undirected"
"Archie Panjabi","A Mighty Heart","1","Undirected"
"Archie Panjabi","Bend It Like Beckham","1","Undirected"
"Archie Panjabi","San Andreas","1","Undirected"
"Donald Sumpter","Ultramarines: A Warhammer 40,000 Movie","1","Undirected"
"Fernando Meirelles","City of God","1","Undirected"
"Fernando Meirelles","Blindness","1","Undirected"
"Arn: The Knight Templar","Gustaf Skarsg--rd","1","Undirected"
"Arn: The Knight Templar","Michael Nyqvist","1","Undirected"
"Arn: The Knight Templar","Vincent Perez","1","Undirected"
"Arn: The Knight Templar","Peter Flinth","1","Undirected"
"Michael Nyqvist","Del 1 - M--n som hatar kvinnor","1","Undirected"
"Michael Nyqvist","As It Is in Heaven","1","Undirected"
"Michael Nyqvist","Mission: Impossible - Ghost Protocol","1","Undirected"
"Vincent Perez","I Dreamed of Africa","1","Undirected"
"The Face of an Angel","Ava Acres","1","Undirected"
"The Face of an Angel","Sara Stewart","1","Undirected"
"Braveheart","Mhairi Calvey","1","Undirected"
"Braveheart","James Robinson","1","Undirected"
"The Adventures of Rocky & Bullwinkle","Des McAnuff","1","Undirected"
"1776","Howard Caine","1","Undirected"
"1776","Peter H. Hunt","1","Undirected"
"The Diving Bell and the Butterfly","Isaach De Bankol--","1","Undirected"
"The Diving Bell and the Butterfly","Julian Schnabel","1","Undirected"
"The Diving Bell and the Butterfly","Emmanuelle Seigner","1","Undirected"
"Julian Schnabel","Basquiat","1","Undirected"
"Return to Oz","Jean Marsh","1","Undirected"
"Return to Oz","Tim Rose","1","Undirected"
"Return to Oz","Walter Murch","1","Undirected"
"Jean Marsh","Frenzy","1","Undirected"
"Kung Pow: Enter the Fist","Jennifer Tung","1","Undirected"
"Kung Pow: Enter the Fist","Simon Rhee","1","Undirected"
"Summer Catch","Michael Tollin","1","Undirected"
"Michael Tollin","Radio","1","Undirected"
"Welcome to the Rileys","Jake Scott","1","Undirected"
"Welcome to the Rileys","Kerry Cahill","1","Undirected"
"Spawn","Mark A.Z. Dipp--","1","Undirected"
"Land of the Dead","Tony Nappo","1","Undirected"
"Land of the Dead","Pedro Miguel Arce","1","Undirected"
"Tony Nappo","Defendor","1","Undirected"
"Tony Nappo","Saw II","1","Undirected"
"Tony Nappo","Four Brothers","1","Undirected"
"White Oleander","Peter Kosminsky","1","Undirected"
"Van Wilder: Party Liaison","Erik Estrada","1","Undirected"
"The Chronicles of Riddick","Christina Cox","1","Undirected"
"Three to Tango","Damon Santostefano","1","Undirected"
"Three to Tango","David Ramsey","1","Undirected"
"The Fourth Kind","Olatunde Osunsanmi","1","Undirected"
"Pathology","John de Lancie","1","Undirected"
"Pathology","Larry Drake","1","Undirected"
"Pathology","Marc Sch--lermann","1","Undirected"
"John de Lancie","Multiplicity","1","Undirected"
"John de Lancie","Woman on Top","1","Undirected"
"John de Lancie","Reign Over Me","1","Undirected"
"The Terminator","Brian Thompson","1","Undirected"
"The Terminator","Paul Winfield","1","Undirected"
"Brian Thompson","Mortal Kombat: Annihilation","1","Undirected"
"Brian Thompson","DragonHeart","1","Undirected"
"Paul Winfield","Damnation Alley","1","Undirected"
"Boogie Nights","Nicole Ari Parker","1","Undirected"
"Boogie Nights","Nina Hartley","1","Undirected"
"Nicole Ari Parker","The Incredibly True Adventure of Two Girls in Love","1","Undirected"
"Crowsnest","Christie Burke","1","Undirected"
"Crowsnest","Victor Zinck Jr.","1","Undirected"
"Crowsnest","Chelsey Reist","1","Undirected"
"Crowsnest","Brenton Spencer","1","Undirected"
"Rocky","Burgess Meredith","1","Undirected"
"Burgess Meredith","Batman: The Movie","1","Undirected"
"Conan the Destroyer","Olivia d'Abo","1","Undirected"
"Conan the Destroyer","Grace Jones","1","Undirected"
"Olivia d'Abo","The Velocity of Gary","1","Undirected"
"Del 1 - M--n som hatar kvinnor","David Dencik","1","Undirected"
"Del 1 - M--n som hatar kvinnor","Niels Arden Oplev","1","Undirected"
"Del 1 - M--n som hatar kvinnor","Lena Endre","1","Undirected"
"Niels Arden Oplev","Dead Man Down","1","Undirected"
"Legend of Kung Fu Rabbit","Lijun Sun","1","Undirected"
"Legend of Kung Fu Rabbit","Rebecca Black","1","Undirected"
"Psych","Dul-- Hill","1","Undirected"
"Psych","Timothy Omundson","1","Undirected"
"Dul-- Hill","Edmond","1","Undirected"
"Battle Los Angeles","Noel Fisher","1","Undirected"
"Noel Fisher","Teenage Mutant Ninja Turtles: Out of the Shadows","1","Undirected"
"Noel Fisher","Teenage Mutant Ninja Turtles","1","Undirected"
"Noel Fisher","Max Keeble's Big Move","1","Undirected"
"Detention","Parker Bagley","1","Undirected"
"Detention","Joseph Kahn","1","Undirected"
"Joseph Kahn","Torque","1","Undirected"
"8 Heads in a Duffel Bag","George Hamilton","1","Undirected"
"8 Heads in a Duffel Bag","Tom Schulman","1","Undirected"
"Kick-Ass","Elizabeth McGovern","1","Undirected"
"Kick-Ass","Deborah Twiss","1","Undirected"
"Elizabeth McGovern","The House of Mirth","1","Undirected"
"Elizabeth McGovern","Woman in Gold","1","Undirected"
"Elizabeth McGovern","Ordinary People","1","Undirected"
"The Good Night","Jake Paltrow","1","Undirected"
"The Good Night","Gael Le Cornec","1","Undirected"
"The Lizzie McGuire Movie","Clayton Snyder","1","Undirected"
"The Lizzie McGuire Movie","Adam Lamberg","1","Undirected"
"The Lizzie McGuire Movie","Jim Fall","1","Undirected"
"The Edge","Bart the Bear","1","Undirected"
"Paranormal Activity 2","Molly Ephraim","1","Undirected"
"Paranormal Activity 2","Micah Sloat","1","Undirected"
"Paranormal Activity 2","Tod Williams","1","Undirected"
"Molly Ephraim","Paranormal Activity: The Marked Ones","1","Undirected"
"Micah Sloat","Paranormal Activity","1","Undirected"
"The Dead Zone","Herbert Lom","1","Undirected"
"Herbert Lom","The Return of the Pink Panther","1","Undirected"
"Supernova","Wilson Cruz","1","Undirected"
"Supernova","Vanessa Marshall","1","Undirected"
"The Wizard of Oz","Margaret Hamilton","1","Undirected"
"The Wizard of Oz","Terry","1","Undirected"
"The Wizard of Oz","Billie Burke","1","Undirected"
"The Wizard of Oz","Victor Fleming","1","Undirected"
"Victor Fleming","Gone with the Wind","1","Undirected"
"Victor Fleming","A Guy Named Joe","1","Undirected"
"The Sisterhood of Night","Laura Fraser","1","Undirected"
"The Sisterhood of Night","Kara Hayward","1","Undirected"
"The Sisterhood of Night","Louis Ozawa Changchien","1","Undirected"
"The Sisterhood of Night","Caryn Waechter","1","Undirected"
"127 Hours","Kate Burton","1","Undirected"
"Kate Burton","Big Trouble in Little China","1","Undirected"
"Kate Burton","The Ice Storm","1","Undirected"
"Kate Burton","Sherrybaby","1","Undirected"
"Music and Lyrics","Marc Lawrence","1","Undirected"
"Marc Lawrence","Did You Hear About the Morgans?","1","Undirected"
"Marc Lawrence","Two Weeks Notice","1","Undirected"
"Elizabeth","Eric Cantona","1","Undirected"
"Elizabeth","Fanny Ardant","1","Undirected"
"Elizabeth","Shekhar Kapur","1","Undirected"
"Shekhar Kapur","The Four Feathers","1","Undirected"
"Shekhar Kapur","Elizabeth: The Golden Age","1","Undirected"
"The Misfits","Thelma Ritter","1","Undirected"
"The Misfits","John Huston","1","Undirected"
"The Misfits","Kevin McCarthy","1","Undirected"
"Kevin McCarthy","The Ghastly Love of Johnny X","1","Undirected"
"Kevin McCarthy","Loving Annabelle","1","Undirected"
"John Huston","Moby Dick","1","Undirected"
"The Dark Hours","Dov Tiefenbach","1","Undirected"
"The Dark Hours","Jeff Seymour","1","Undirected"
"The Dark Hours","Gordon Currie","1","Undirected"
"The Dark Hours","Paul Fox","1","Undirected"
"Red Lights","Rodrigo Cort--s","1","Undirected"
"Rodrigo Cort--s","Buried","1","Undirected"
"The Ten","Ron Silver","1","Undirected"
"Evita","Andrea Corr","1","Undirected"
"Evita","Jimmy Nail","1","Undirected"
"Evita","Peter Polycarpou","1","Undirected"
"Heist","Scott Mann","1","Undirected"
"Malevolence","R. Brandon Johnson","1","Undirected"
"Malevolence","Stevan Mena","1","Undirected"
"Malevolence","Richard Glover","1","Undirected"
"R. Brandon Johnson","Fabled","1","Undirected"
"The Marine 4: Moving Target","Mike 'The Miz' Mizanin","1","Undirected"
"The Marine 4: Moving Target","David Lewis","1","Undirected"
"The Marine 4: Moving Target","Paul McGillion","1","Undirected"
"Paul McGillion","A Dog's Breakfast","1","Undirected"
"Aqua Teen Hunger Force Colon Movie Film for Theaters","Fred Armisen","1","Undirected"
"Aqua Teen Hunger Force Colon Movie Film for Theaters","Matt Maiellaro","1","Undirected"
"Fred Armisen","Easy A","1","Undirected"
"The Names of Love","Jacques Gamblin","1","Undirected"
"The Names of Love","Zinedine Soualem","1","Undirected"
"The Names of Love","Michel Leclerc","1","Undirected"
"The Names of Love","Sara Forestier","1","Undirected"
"Sara Forestier","Wild Grass","1","Undirected"
"Zinedine Soualem","When the Cat's Away","1","Undirected"
"There Goes My Baby","Kelli Williams","1","Undirected"
"There Goes My Baby","Floyd Mutrux","1","Undirected"
"Obvious Child","Jenny Slate","1","Undirected"
"Obvious Child","Jake Lacy","1","Undirected"
"Obvious Child","Gillian Robespierre","1","Undirected"
"Elmer Gantry","Edward Andrews","1","Undirected"
"Elmer Gantry","Shirley Jones","1","Undirected"
"Shirley Jones","Grandma's Boy","1","Undirected"
"Alien 3","Paul McGann","1","Undirected"
"Benji","Edgar Buchanan","1","Undirected"
"Benji","Joe Camp","1","Undirected"
"Benji","Frances Bavier","1","Undirected"
"Benji","Peter Breck","1","Undirected"
"Creed","Phylicia Rashad","1","Undirected"
"Creed","Ryan Coogler","1","Undirected"
"Phylicia Rashad","Good Deeds","1","Undirected"
"Ryan Coogler","Fruitvale Station","1","Undirected"
"Analyze That","Joe Viterelli","1","Undirected"
"Highlander","Russell Mulcahy","1","Undirected"
"Russell Mulcahy","Silent Trigger","1","Undirected"
"Russell Mulcahy","Resident Evil: Extinction","1","Undirected"
"Russell Mulcahy","The Shadow","1","Undirected"
"Once Upon a Time in Mexico","Enrique Iglesias","1","Undirected"
"Remember Me","Ruby Jerins","1","Undirected"
"Remember Me","Allen Coulter","1","Undirected"
"Holy Motors","Leos Carax","1","Undirected"
"Kevin Hart: Laugh at My Pain","Isaac C. Singleton Jr.","1","Undirected"
"Kevin Hart: Laugh at My Pain","Larry King","1","Undirected"
"Kevin Hart: Laugh at My Pain","Jeanette Branch","1","Undirected"
"Larry King","Contact","1","Undirected"
"Larry King","America's Sweethearts","1","Undirected"
"Babel","Harriet Walter","1","Undirected"
"Babel","Dermot Crowley","1","Undirected"
"Flipper","Chelsea Field","1","Undirected"
"Flipper","Alan Shapiro","1","Undirected"
"Flipper","Jessica Wesson","1","Undirected"
"Feast","John Gulager","1","Undirected"
"Dirty Grandpa","Jason Mantzoukas","1","Undirected"
"Dirty Grandpa","Dan Mazer","1","Undirected"
"Cats Don't Dance","Mark Dindal","1","Undirected"
"Mark Dindal","Chicken Little","1","Undirected"
"Mark Dindal","The Emperor's New Groove","1","Undirected"
"How to Deal","Alexandra Holden","1","Undirected"
"How to Deal","Clare Kilner","1","Undirected"
"Alexandra Holden","Dancer, Texas Pop. 81","1","Undirected"
"Clare Kilner","The Wedding Date","1","Undirected"
"The Last Song","Melissa Ordway","1","Undirected"
"Intolerable Cruelty","Julia Duffy","1","Undirected"
"The Lovely Bones","Michael Imperioli","1","Undirected"
"The Lovely Bones","AJ Michalka","1","Undirected"
"Michael Imperioli","Girl 6","1","Undirected"
"Michael Imperioli","My Baby's Daddy","1","Undirected"
"Michael Imperioli","The Call","1","Undirected"
"AJ Michalka","Super 8","1","Undirected"
"R.L. Stine's Monsterville: The Cabinet of Souls","Katherine McNamara","1","Undirected"
"R.L. Stine's Monsterville: The Cabinet of Souls","Dove Cameron","1","Undirected"
"R.L. Stine's Monsterville: The Cabinet of Souls","Braeden Lemasters","1","Undirected"
"R.L. Stine's Monsterville: The Cabinet of Souls","Peter DeLuise","1","Undirected"
"What Dreams May Come","Rosalind Chao","1","Undirected"
"What Dreams May Come","Vincent Ward","1","Undirected"
"The Blue Bird","Spring Byington","1","Undirected"
"The Blue Bird","Nigel Bruce","1","Undirected"
"The Blue Bird","Gale Sondergaard","1","Undirected"
"Spring Byington","The Charge of the Light Brigade","1","Undirected"
"Imaginary Heroes","Dan Harris","1","Undirected"
"Imaginary Heroes","Larry Fessenden","1","Undirected"
"Larry Fessenden","Session 9","1","Undirected"
"Patriot Games","Polly Walker","1","Undirected"
